Season,batter,pitcher,events,stand,launch_speed,launch_angle,adjusted_angle,home_team
2024,668853,686839,field_out,L,98.8,-28,-22.70781871905225,TB
2024,800522,543606,field_out,L,62.7,17,-27.70377492280944,TB
2024,680273,543606,home_run,L,108.5,26,-8.222046996350395,TB
2024,628451,543606,field_out,R,95.4,47,-18.46417900621296,TB
2024,807742,663947,single,L,70.0,19,0.35288755620577433,TB
2024,680700,663947,field_out,L,82.2,63,40.464643981928134,TB
2024,682090,663947,field_out,R,87.8,-20,-30.3835401700278,TB
2024,592192,543606,field_out,R,76.9,69,-75.76871819766852,TB
2024,681481,543606,field_out,L,86.2,47,-16.661890622131114,TB
2024,678554,671345,field_out,R,67.2,-32,-11.634309851981836,TB
2024,664040,571946,home_run,L,109.7,31,-46.59384673859156,TB
2024,656577,571946,field_out,R,93.4,48,33.1030499685259,TB
2024,682985,686752,field_out,L,,,-48.7555185741788,TB
2024,663837,686752,field_out,R,95.5,37,42.16376736231676,TB
2024,642350,663554,field_out,R,98.0,6,7.101833756797234,TB
2024,642708,663554,field_out,R,96.9,30,36.8823523473752,TB
2024,570482,686752,field_out,R,90.5,49,24.2434247493161,TB
2024,690993,686752,field_out,L,76.8,43,36.174676669146706,TB
2024,623912,663554,field_out,R,64.1,-67,174.6812134966732,TB
2024,670623,663554,field_out,R,85.4,8,-32.23205277064458,TB
2024,668227,663554,field_out,R,93.7,-16,-29.08769284344568,TB
2024,592192,686752,field_out,R,73.4,70,-27.47923573978823,TB
2024,650490,663554,home_run,R,110.4,23,-0.1630173975428745,TB
2024,678009,686752,field_out,L,94.1,62,26.82248310931751,TB
2024,595879,686752,double,R,93.2,23,-46.06493981114619,TB
2024,642350,663554,field_out,R,71.2,-23,-38.21288934277013,TB
2024,642708,663554,field_out,R,89.4,48,35.67272113096518,TB
2024,623912,663554,double,R,86.8,13,48.02111092479216,TB
2024,570482,686752,field_out,R,70.3,-36,-33.21612748031918,TB
2024,690993,686752,single,L,94.5,5,-7.272889605031932,TB
2024,592192,686752,field_out,R,88.3,-23,24.04135848721546,TB
2024,668227,663554,field_out,R,100.8,-15,-18.388182222231393,TB
2024,650490,663554,field_out,R,98.4,27,21.97720664538663,TB
2024,682985,686752,field_out,L,101.8,19,11.613518397279782,TB
2024,678009,686752,field_out,L,58.8,83,84.4480786670438,TB
2024,687862,656240,field_out,L,91.6,-17,-46.860675223783154,MIN
2024,800056,656240,field_out,L,92.1,51,-2.9911837315890306,MIN
2024,696160,802180,field_out,R,55.3,-80,29.06568431156956,MIN
2024,657247,802180,double,R,103.7,17,-40.37602994244139,MIN
2024,672373,802180,field_out,R,83.7,28,-34.169383056842335,MIN
2024,680737,802180,single,R,104.3,8,-29.422850339110447,MIN
2024,686948,665048,field_out,L,86.8,-6,-35.122864395099256,MIN
2024,678863,665048,single,R,100.3,9,-7.275398626973391,MIN
2024,682187,665048,field_out,L,92.9,18,-23.513594076791215,MIN
2024,675910,701151,field_out,R,82.6,66,32.320370171933384,MIN
2024,592348,701151,single,R,93.5,16,-16.61625066883062,MIN
2024,696160,701151,field_out,R,96.1,40,-1.3753751829365093,MIN
2024,657247,701151,single,R,92.1,-2,-35.74866675023918,MIN
2024,800056,656257,field_out,L,75.2,0,-24.22272962377063,MIN
2024,571657,701151,grounded_into_double_play,R,64.4,-19,3.6637856078733275,MIN
2024,679938,701151,single,L,98.6,14,2.424466599579944,MIN
2024,543877,701151,double,R,87.8,55,9.845064079942523,MIN
2024,680737,701151,field_out,R,72.7,-3,-10.294998449008586,MIN
2024,668791,701151,double,R,91.2,4,-38.75921318932618,MIN
2024,691503,656257,single,R,92.1,11,-7.296419077785838,MIN
2024,666135,450203,single,L,100.3,11,32.373119682245516,MIN
2024,657247,450203,field_out,R,97.3,22,6.855776901163832,MIN
2024,682187,686973,force_out,L,100.5,-17,-35.95594208805217,MIN
2024,684852,686973,single,L,94.0,15,19.703529146165607,MIN
2024,687862,686973,field_out,L,95.3,6,27.964795067803077,MIN
2024,571657,450203,force_out,R,89.6,-17,-20.498894932530067,MIN
2024,800056,686973,field_out,L,89.0,39,19.613354490062928,MIN
2024,606115,686973,home_run,R,99.1,29,-37.79962214572297,MIN
2024,669221,686973,single,R,78.0,12,38.75543445627232,MIN
2024,671739,686973,double,L,92.4,21,16.769906944098395,MIN
2024,621566,686973,single,L,78.4,15,-37.679551488122264,MIN
2024,645277,686973,field_out,L,97.5,4,-48.05267202099743,MIN
2024,467793,450203,field_out,L,67.5,-24,-33.87067844774731,MIN
2024,596146,450203,force_out,L,96.4,3,-40.60441312208804,MIN
2024,621043,450203,field_out,R,55.6,-68,12.049955639488084,MIN
2024,660670,686973,field_out,R,79.5,6,-19.25213422089737,MIN
2024,672284,686973,home_run,L,110.4,27,-12.846204363167857,MIN
2024,657247,670161,field_out,R,90.9,-19,-13.03892012579324,MIN
2024,650489,621345,double,R,92.4,18,-39.07197943070728,MIN
2024,680777,621345,field_out,R,83.5,32,1.5666178871134093,MIN
2024,670242,621345,home_run,L,113.1,32,-4.998764286546108,MIN
2024,671739,686973,field_out,L,81.4,-26,-40.3979316646362,MIN
2024,542303,686973,field_out,R,54.0,29,20.89740520693997,MIN
2024,668904,694436,sac_fly,R,97.5,42,43.25003126617365,MIN
2024,621043,694436,sac_fly,R,92.3,32,-34.531411228565574,MIN
2024,621439,694436,double,R,100.2,0,-41.50818632274237,MIN
2024,666397,694436,single,L,100.7,15,28.55945394325184,MIN
2024,663586,686973,grounded_into_double_play,R,89.8,-17,-42.874534215753556,MIN
2024,645277,686973,single,L,73.1,25,11.6583343509298,MIN
2024,660670,686973,field_out,R,98.3,22,8.214817589879328,MIN
2024,695780,687397,field_out,L,90.5,54,-50.019070306638895,AZ
2024,802407,687397,field_out,L,106.9,17,-5.512661618862256,AZ
2024,801501,687397,fielders_choice,L,76.5,-2,22.869581563836515,AZ
2024,678413,687397,force_out,R,99.1,-31,-19.388146935778675,AZ
2024,683172,687397,field_error,L,99.0,-12,23.085581233147533,AZ
2024,571466,671922,field_out,L,89.2,-38,21.413780214489268,AZ
2024,679741,671922,single,R,86.0,19,35.71694674131048,AZ
2024,805842,671922,field_out,L,99.9,39,22.495237222715012,AZ
2024,659359,686826,field_out,L,74.3,36,-34.0074361214458,AZ
2024,675455,686826,field_out,L,83.7,45,42.95824030156459,AZ
2024,677942,665178,field_out,R,104.4,-1,33.868373318144855,AZ
2024,694371,680704,single,R,91.9,-2,-28.78908488401996,AZ
2024,679741,680704,single,R,76.5,-5,3.1610528277093874,AZ
2024,686823,669459,field_out,L,96.1,-24,-48.2245226065199,AZ
2024,607054,663474,field_out,L,90.0,6,-22.261468777597262,AZ
2024,683172,657044,single,L,95.7,-20,39.879064868675385,AZ
2024,682177,657044,field_out,L,97.6,-26,-14.563483812183403,AZ
2024,671289,657044,field_out,R,103.0,-7,-42.08173707447471,AZ
2024,656896,663474,field_out,R,98.3,20,33.51409023353689,AZ
2024,664983,663474,triple,L,102.3,22,-16.56144496861343,AZ
2024,694371,663474,field_out,R,74.8,-21,-36.62103410935076,AZ
2024,571466,663474,field_out,L,44.0,-31,27.713413386736864,AZ
2024,677587,694297,field_out,L,80.5,35,-41.495420281773015,AZ
2024,672356,694297,field_out,R,85.3,70,63.807861492583335,AZ
2024,664314,694297,field_out,L,91.0,41,38.79389921385752,AZ
2024,677942,663474,home_run,R,109.5,31,-34.68772448981561,AZ
2024,607054,663474,single,L,103.2,12,-11.36596846321201,AZ
2024,681807,694297,force_out,R,91.5,-1,-42.429893034341596,AZ
2024,686823,694297,single,L,81.9,17,-34.78044741859949,AZ
2024,647304,694297,field_out,L,92.5,25,-19.752366800091263,AZ
2024,656896,663474,field_out,R,92.6,-8,-39.27104871525513,AZ
2024,665926,694297,field_out,L,100.6,32,-11.781703758376871,AZ
2024,680757,694297,field_out,L,72.4,49,24.755973675300332,AZ
2024,677587,694297,field_out,L,94.6,-20,-23.96831266331983,AZ
2024,677950,663474,field_out,L,86.7,5,10.447258302029384,AZ
2024,553993,663474,field_out,R,92.7,-6,-17.976946931908607,AZ
2024,592626,663474,field_out,L,97.6,-3,-28.41028214904491,AZ
2024,681807,694297,field_out,R,93.8,61,39.32470676267865,AZ
2024,666971,663474,sac_fly,R,93.2,41,33.88767522885434,AZ
2024,606466,663474,field_out,L,90.3,46,-40.14226080676724,AZ
2024,682998,663474,single,L,61.9,-61,-37.347351423153576,AZ
2024,686823,694297,field_out,L,89.1,42,-7.617996797507431,AZ
2024,657656,694297,single,R,104.9,10,21.63724149850027,AZ
2024,665926,694297,field_out,L,81.0,-14,-22.478734297768327,AZ
2024,680757,694297,single,L,94.0,15,23.86286874995325,AZ
2024,679822,663767,field_out,R,83.1,32,-38.341162316639966,TEX
2024,608671,663767,catcher_interf,L,79.0,-9,,TEX
2024,668800,663767,force_out,R,82.7,2,-17.062139955462612,TEX
2024,666915,600917,field_out,R,73.5,-9,-36.75634757408541,TEX
2024,671213,600917,field_out,L,99.0,32,-7.518539055550458,TEX
2024,676628,600917,home_run,L,105.6,24,-45.5302901419064,TEX
2024,666969,455119,field_out,R,96.5,64,39.903398082999466,TEX
2024,677649,455119,field_out,R,70.0,-15,-40.45185445131357,TEX
2024,622569,572888,field_out,R,85.0,62,19.25075802342173,TEX
2024,656627,572888,field_out,R,93.3,32,-27.413553603472014,TEX
2024,657193,572888,field_out,L,85.0,45,36.695248399767294,TEX
2024,642197,572888,single,R,99.5,7,10.013146878455638,TEX
2024,681508,592716,single,L,101.4,-4,-1.0392652293842166,TEX
2024,669701,445276,field_out,L,94.3,78,49.41297223206945,TEX
2024,608671,445276,field_out,L,98.1,19,0.4139444559311645,TEX
2024,676628,592716,single,L,72.7,17,-6.712740451107714,TEX
2024,657193,592716,field_out,L,84.8,23,-28.547711101193354,TEX
2024,668800,663795,field_out,R,82.5,79,42.0104798161673,TEX
2024,665120,663795,single,L,106.6,-6,16.144036671803715,TEX
2024,673962,670174,single,R,75.0,25,35.57088759901679,TEX
2024,666969,670174,field_out,R,79.9,3,-40.014231712281216,TEX
2024,694497,670174,field_out,L,107.4,10,9.929236342083385,TEX
2024,677800,592741,force_out,L,73.7,-7,21.638877458618644,TEX
2024,666915,592741,field_out,R,99.8,38,25.543805758662288,TEX
2024,608369,669711,field_out,L,91.6,50,37.77441263095574,TEX
2024,543760,669711,double,R,101.2,18,-12.597355370735125,TEX
2024,680776,622786,field_out,L,112.5,-6,7.501208200813836,TEX
2024,622569,622786,field_out,R,79.3,-53,46.69395620191785,TEX
2024,694671,663462,double,R,114.1,11,-43.29362557377727,TEX
2024,678882,622786,sac_fly,R,102.3,41,-32.5476903741599,TEX
2024,807799,641540,single,L,110.3,19,-39.14390951274887,TEX
2024,596115,641540,single,R,106.7,9,-31.914468595162003,TEX
2024,608369,690916,field_out,L,79.5,-14,-32.130405308403034,TEX
2024,543760,690916,field_out,R,83.5,85,148.08990704103658,TEX
2024,680776,641540,field_out,L,93.7,23,-16.20907397506504,TEX
2024,622569,641540,field_out,R,85.5,47,21.9407981837782,TEX
2024,668800,690916,field_out,R,83.3,36,-7.698326898901092,TEX
2024,665120,690916,field_out,L,106.5,-2,8.95233055498971,TEX
2024,694671,690916,double,R,109.8,21,9.830912571380019,TEX
2024,673962,690916,field_out,R,93.2,29,-27.511928109524902,TEX
2024,657136,641540,field_out,R,99.0,39,-3.3406124317312242,TEX
2024,678882,641540,field_out,R,61.2,38,27.905682362804615,TEX
2024,665839,641540,field_out,L,104.4,-9,-0.9659419675856158,TEX
2024,666969,690916,force_out,R,105.8,6,-26.45057078183667,TEX
2024,608369,690916,field_out,L,94.6,54,35.188486731167956,TEX
2024,543760,690916,single,R,69.9,28,-7.122817007365151,TEX
2024,641933,641540,force_out,R,95.1,-23,-15.442446600069568,TEX
2024,807799,641540,single,L,83.5,1,-31.183345360415345,TEX
2024,596115,641540,field_out,R,66.2,-25,-28.046163415003104,TEX
2024,646240,641540,home_run,L,109.9,23,-41.32945136728386,TEX
2024,680776,641540,field_out,L,95.7,46,-0.6216557761804988,TEX
2024,605346,680701,single,R,72.8,21,-21.8400040479584,LAA
2024,687263,680701,triple,R,99.7,12,-44.69529529213734,LAA
2024,642136,680701,field_out,L,70.7,-10,-39.239063604414994,LAA
2024,699073,608032,single,L,83.6,-7,-44.367349450827106,LAA
2024,605131,608032,field_out,R,86.5,76,-35.61185390303824,LAA
2024,800543,608032,field_out,L,107.3,36,-7.364179576956253,LAA
2024,650859,689042,single,L,63.4,32,4.67400636695688,LAA
2024,500743,542585,field_out,R,97.4,-23,-18.39668903533221,LAA
2024,571771,542585,field_out,R,102.7,-3,1.2523264713697413,LAA
2024,814307,542585,double,L,100.6,27,42.87232502849734,LAA
2024,605346,689042,field_out,R,96.4,27,-16.916655600682954,LAA
2024,687263,689042,field_out,R,102.2,49,-24.64162340118046,LAA
2024,702789,472610,field_out,R,105.5,-31,7.6416813672323585,LAA
2024,605131,472610,single,R,95.6,-30,-1.2451477875185886,LAA
2024,694384,669165,field_out,L,95.4,5,-19.686021739133288,LAA
2024,592273,669165,double,R,109.5,17,19.841531310335277,LAA
2024,500743,643256,field_out,R,100.9,-10,-16.177928226443495,LAA
2024,666158,643256,home_run,L,102.7,28,-7.771608510544355,LAA
2024,543305,572020,field_out,R,91.2,32,10.378457879152746,LAA
2024,543685,572020,field_out,R,89.8,29,22.069730686961403,LAA
2024,687263,572020,field_out,R,106.2,4,-16.12574182863279,LAA
2024,593934,572020,field_error,R,86.0,-5,-30.75009396665127,LAA
2024,592273,572020,single,R,103.4,-3,-24.457974696348113,LAA
2024,621493,572020,field_out,R,98.1,38,28.842972684270357,LAA
2024,669257,681217,home_run,R,107.6,26,-41.986958420424266,LAA
2024,518692,681217,home_run,L,106.3,28,-13.416585643671892,LAA
2024,605141,681217,field_out,R,93.4,38,32.278600448075835,LAA
2024,545361,572020,field_out,R,89.2,32,32.71509849791679,LAA
2024,543305,572020,field_out,R,73.8,-51,-8.482033325020256,LAA
2024,543685,572020,field_out,R,98.4,26,36.34090334941653,LAA
2024,666158,681217,field_out,L,80.2,-8,-21.73269581210345,LAA
2024,681546,681217,field_out,L,77.2,-33,-36.740196046197866,LAA
2024,687263,572020,field_out,R,72.3,42,33.37658438619228,LAA
2024,681351,572020,field_out,R,96.0,51,-12.57584407803207,LAA
2024,593934,572020,home_run,R,109.7,32,-35.44250664635906,LAA
2024,694384,572020,field_out,L,87.6,4,-42.88545131824212,LAA
2024,592273,572020,double,R,111.6,16,-15.502322716699334,LAA
2024,621493,572020,single,R,87.2,0,-3.5510149114431373,LAA
2024,543305,572020,field_out,R,93.8,1,1.0329744218864398,LAA
2024,543685,572020,field_out,R,75.1,33,-7.688554463569889,LAA
2024,518692,681217,field_out,L,99.4,50,-17.852176503536572,LAA
2024,605141,681217,field_out,R,79.3,79,89.41152665568941,LAA
2024,663698,657697,single,R,110.0,13,-8.19474134233966,SF
2024,527038,657697,single,R,87.9,-17,16.42797893604127,SF
2024,467055,657697,single,L,72.8,18,-26.804587460126058,SF
2024,687231,687014,field_out,R,78.1,32,18.969405541186703,SF
2024,669397,687014,field_out,R,91.9,23,-17.904195501033936,SF
2024,672640,621053,grounded_into_double_play,R,84.6,7,-12.108865283608349,SF
2024,665998,621053,single,L,99.7,9,-12.585452588273213,SF
2024,682641,621053,field_out,R,81.7,69,46.7761922115646,SF
2024,596103,621053,single,R,85.0,23,38.791202158971956,SF
2024,647351,643511,field_out,L,82.5,-33,-23.150468807212732,SF
2024,680474,592426,field_out,R,94.8,46,35.13807142845513,SF
2024,682617,666205,field_out,R,95.0,-16,-18.23078591163159,SF
2024,663698,666205,field_out,R,92.7,22,24.93110104524492,SF
2024,527038,666205,double,R,105.5,14,-41.08944669633296,SF
2024,605204,592426,field_out,R,104.5,17,25.751575503265105,SF
2024,668832,592426,field_out,L,105.4,12,-19.331970490994376,SF
2024,542208,592426,field_out,R,92.8,36,-11.975205055773198,SF
2024,605113,621112,field_out,R,60.8,-51,-50.76815315052463,SF
2024,665923,666808,field_out,R,92.6,39,-0.7279778855032301,SF
2024,687231,666808,single,R,67.6,18,-13.042324264843733,SF
2024,669397,666808,sac_fly,R,90.5,36,-24.964765253728956,SF
2024,671732,666808,triple,L,96.7,26,-28.16844302213058,SF
2024,573262,621112,field_out,L,100.2,34,32.59996535072676,SF
2024,642731,621112,field_out,R,69.3,-41,-38.81853544758601,SF
2024,605204,573124,field_out,R,105.7,-4,32.876093833299656,SF
2024,676116,669416,field_out,L,101.5,6,-29.7588015540816,SF
2024,624585,621112,field_out,R,97.0,34,4.407740431052507,SF
2024,664774,621112,single,L,99.6,12,28.962138942459234,SF
2024,656305,621112,field_out,R,101.5,6,-30.10051734282064,SF
2024,542208,669416,field_out,R,57.7,4,-6.292874508773807,SF
2024,665923,669416,sac_fly,R,76.7,30,16.410264901543748,SF
2024,669397,669416,single,R,67.9,-62,-48.52494327143755,SF
2024,647351,669416,field_out,L,87.5,32,-13.70050835280532,SF
2024,671732,669416,single,L,94.5,15,35.69838298181607,SF
2024,808982,621112,field_out,L,82.6,-42,-38.3635821034844,SF
2024,605113,621112,field_out,R,90.3,-20,-15.053305298831853,SF
2024,664913,669416,field_out,L,97.8,4,14.164663056345121,SF
2024,605204,669416,field_out,R,86.9,-36,-17.855691376661902,SF
2024,676116,669416,double,L,101.1,7,-47.06452542117075,SF
2024,665923,669416,field_out,R,86.5,-18,3.4794185294683815,SF
2024,573262,621112,field_out,L,90.7,41,45.36772034641314,SF
2024,642731,621112,field_out,R,94.6,-10,-15.302196569372937,SF
2024,687231,664054,field_out,R,89.4,31,-1.819247922381174,SF
2024,669397,675921,field_out,R,102.9,4,8.406018123278619,SF
2024,647351,675921,field_out,L,95.5,-14,-13.772939752052588,SF
2024,664774,621112,field_out,L,108.2,-4,-25.637223203381087,SF
2024,656305,621112,single,R,89.8,13,-23.18447676312986,SF
2024,808982,621112,field_out,L,92.2,27,30.279655679683184,SF
2024,664913,675921,field_out,L,99.8,25,26.276743307811167,SF
2024,605204,675921,single,R,100.7,-6,-9.640295028589314,SF
2024,687625,688230,force_out,L,57.6,-32,-10.690304551784482,SD
2024,640492,681168,single,R,84.6,19,-23.433960650587814,SD
2024,683344,681168,field_out,R,90.0,27,-11.190107892161997,SD
2024,806956,681168,field_out,L,72.5,42,-32.95406116793335,SD
2024,692044,666202,field_out,R,84.4,10,2.118881553432699,SD
2024,806223,808970,field_error,R,105.4,-20,-24.382599633633195,SD
2024,702302,808970,single,L,84.5,15,-28.807762205668617,SD
2024,681098,808970,field_out,R,70.2,48,3.2797540414944257,SD
2024,692046,808970,single,R,72.7,47,21.401498074368913,SD
2024,680971,808970,single,R,99.9,10,-44.46530975510403,SD
2024,669134,608723,field_out,R,87.9,31,-9.192129312916931,SD
2024,664954,608723,field_out,L,97.5,31,0.7198830898703286,SD
2024,703197,681190,field_out,R,104.9,27,0.21057855959452815,SD
2024,692044,681190,field_out,L,95.0,28,7.811154575488005,SD
2024,687625,680604,field_out,L,51.7,-3,-1.7239156805796805,SD
2024,640492,680604,single,R,86.8,-27,2.3754832813224542,SD
2024,683344,680604,field_out,R,87.5,-45,-24.869573883939438,SD
2024,543309,676092,single,R,84.5,15,-40.254850191917825,SD
2024,815888,676092,single,L,92.7,16,-19.466671764481546,SD
2024,702302,681190,field_out,L,84.1,-6,-31.33285589762414,SD
2024,692046,681190,single,R,101.2,-2,1.7795958931948275,SD
2024,664954,668338,field_out,L,93.8,29,-14.08068865178707,SD
2024,702302,670970,single,L,75.1,13,46.548708180608116,SD
2024,640492,596271,field_out,R,84.1,11,-26.503859552589958,SD
2024,701538,596271,field_out,L,99.6,21,8.72887296840118,SD
2024,692046,650633,field_out,R,73.6,-22,-36.01236270179151,SD
2024,664874,650633,sac_bunt,R,18.7,-2,6.405097727222978,SD
2024,543309,596271,field_out,R,46.9,-54,13.96761552708195,SD
2024,595777,596271,field_out,L,90.4,5,-47.18035630025971,SD
2024,673490,596271,field_out,R,78.0,6,-34.95833424016571,SD
2024,664238,650633,field_out,R,94.1,28,34.54385576676927,SD
2024,670042,650633,field_out,L,87.6,-19,-29.017477720986054,SD
2024,664034,650633,field_out,R,89.8,31,-2.3686191058267707,SD
2024,592518,596271,field_out,R,86.5,41,-17.523798760470026,SD
2024,630105,596271,single,L,87.2,15,-10.881517789214648,SD
2024,665487,596271,field_out,R,104.0,23,30.562483071690483,SD
2024,593428,596271,field_out,R,83.5,72,62.65121220399538,SD
2024,641598,650633,field_out,R,105.0,8,16.250909696768854,SD
2024,701538,596271,field_out,L,107.0,5,-20.803448603258676,SD
2024,666703,596271,field_out,R,86.1,62,11.176349043604741,SD
2024,664238,650633,home_run,R,98.7,31,-35.80070437646497,SD
2024,670042,650633,field_out,L,85.8,49,28.28857933745862,SD
2024,595777,596271,field_out,L,86.9,51,48.271798327924344,SD
2024,673490,596271,single,R,77.0,19,-25.67561435747197,SD
2024,592518,596271,field_out,R,87.4,27,21.310228814463315,SD
2024,665487,596271,field_out,R,94.2,36,-22.008482141224206,SD
2024,593428,596271,double,R,99.2,9,174.6812134966732,SD
2024,677594,650633,home_run,R,100.9,26,-43.58515436601749,SD
2024,641487,650633,single,L,102.6,18,-9.794515558992341,SD
2024,702726,678020,grounded_into_double_play,R,94.5,-6,-43.97003079809704,COL
2024,680683,814217,single,L,99.9,0,-1.0849553665127294,COL
2024,682276,814217,grounded_into_double_play,R,80.4,5,21.306590944605436,COL
2024,669911,814217,single,L,108.0,4,-12.135068111102468,COL
2024,668929,666207,field_out,L,85.5,53,24.2780455626895,COL
2024,800325,666207,single,L,81.5,0,22.025198665559632,COL
2024,682631,666207,field_out,R,93.3,3,19.539854175361395,COL
2024,667663,672277,field_out,R,96.1,-3,45.34520732618823,COL
2024,595909,672277,double,L,95.3,25,48.590114652755105,COL
2024,702726,680767,field_out,R,69.1,62,-60.336214583421174,COL
2024,677578,680767,single,L,107.7,3,1.2836373647242907,COL
2024,687783,680767,field_out,L,86.8,30,-23.06622683147132,COL
2024,802506,680767,field_out,L,76.0,-13,9.44987896993037,COL
2024,685388,687866,field_out,L,91.7,44,-23.909912922865896,COL
2024,680683,687866,single,L,83.4,-11,23.10666137616938,COL
2024,665888,676879,single,R,94.6,9,18.70380557624418,COL
2024,669911,676879,double,R,103.0,13,-46.44146502283288,COL
2024,676701,676879,single,R,80.4,16,-36.563606430605766,COL
2024,687521,571863,field_out,R,100.7,25,-5.777223604702144,COL
2024,682265,571863,double,R,106.8,37,12.285688655603986,COL
2024,694385,571863,field_out,R,88.8,-3,-24.20298459938456,COL
2024,800325,571863,field_out,L,94.2,1,-22.156170759232026,COL
2024,667663,676879,field_out,R,83.7,-22,-26.836079332996817,COL
2024,666134,676879,single,L,79.8,18,-21.895928070754366,COL
2024,595909,676879,single,L,96.4,18,0.33115763895406797,COL
2024,685388,676879,field_out,L,105.1,3,12.360803624310117,COL
2024,806983,595928,field_out,L,22.2,51,-3.3312056712553173,COL
2024,667803,595928,sac_fly,L,98.8,38,-23.20255769819323,COL
2024,677578,595928,single,L,91.2,17,43.05173201163683,COL
2024,687783,595928,field_out,L,84.0,46,7.815293546766879,COL
2024,696140,595928,single,R,67.3,-55,-29.314661555910742,COL
2024,660707,676879,field_out,R,96.3,-15,19.683510156360096,COL
2024,678662,676879,double,R,109.4,10,-41.22669371868579,COL
2024,641857,676879,double,L,106.3,26,13.279029223858368,COL
2024,687521,663372,field_out,R,79.9,-30,-51.25773025965038,COL
2024,663898,676879,force_out,R,85.4,-25,16.020611342796983,COL
2024,666134,676879,sac_fly,L,105.4,15,26.229501399811436,COL
2024,453568,676879,single,L,105.9,2,-41.18455057285176,COL
2024,686668,676879,sac_bunt,R,38.1,-59,-35.50570827207306,COL
2024,660707,676879,single,R,100.8,-6,-1.9774266851344973,COL
2024,667803,663372,grounded_into_double_play,L,51.2,-28,39.7851163505284,COL
2024,677578,663372,single,L,92.8,1,-1.5697863944683448,COL
2024,687783,663372,single,L,87.8,2,-3.673524581831071,COL
2024,553869,676879,single,R,90.0,8,-36.06443592491786,COL
2024,641857,676879,grounded_into_double_play,L,91.4,-39,-2.3243829709481587,COL
2024,687521,663372,single,R,79.5,20,-47.36782574045218,COL
2024,592178,676879,field_out,R,66.0,-21,-30.41628547979219,COL
2024,453568,676879,field_out,L,82.4,21,-2.534514990416232,COL
2024,800325,663372,grounded_into_double_play,L,96.4,-21,-21.49525828339018,COL
2024,806983,663372,single,L,99.0,0,-28.749943843807717,COL
2024,553882,596133,field_out,L,91.5,7,13.046518486758165,NYY
2024,663330,493603,field_out,R,89.9,4,-21.669776752729987,NYY
2024,701496,622098,single,R,85.3,4,-32.3214591447638,NYY
